id,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
340,2,0,37971.0,39859.0,38441.0,131404.0,149279.0,38249.0,38257.0,40521.0,95615.0,78902.0,148315.0,39573.0,67950.0,6800.0,39389.0,164352.0,67898.0,37112.0,38969.0,178291.0,148286.0,17276.0
342,3,1,38797.0,37861.0,47411.0,129462.0,159888.0,39591.0,119117.0,148335.0,156551.0,37262.0,38369.0,37990.0,21812.0,11736.0,42594.0,37963.0,39578.0,37979.0,38366.0,163670.0,38336.0,75405.0
345,2,1,131403.0,38342.0,37047.0,37021.0,37051.0,38357.0,27110.0,37957.0,38186.0,104386.0,38251.0,38341.0,38349.0,38343.0,43049.0,37953.0,21834.0,38778.0,67896.0,182605.0,37025.0,25619.0
346,0,0,38289.0,38292.0,39594.0,11569.0,14642.0,12099.0,38290.0,15662.0,30485.0,34334.0,104404.0,37971.0,38441.0,131404.0,38249.0,39859.0,38257.0,40521.0,149279.0,78902.0,95615.0,148315.0
350,3,1,38391.0,38388.0,38389.0,38253.0,69713.0,33620.0,38383.0,38393.0,37069.0,106013.0,181276.0,38318.0,38247.0,94288.0,69805.0,94284.0,26669.0,33671.0,23997.0,148336.0,37945.0,173432.0
352,4,1,37900.0,37886.0,37903.0,37889.0,131532.0,37893.0,37981.0,26741.0,131531.0,104377.0,38231.0,39573.0,67950.0,38791.0,67941.0,164352.0,67898.0,37112.0,38969.0,178291.0,148286.0,17276.0
353,2,1,104378.0,27838.0,38337.0,12473.0,104382.0,26916.0,32760.0,41109.0,39875.0,12574.0,46335.0,38797.0,37861.0,47411.0,129462.0,159888.0,35412.0,39591.0,156551.0,37262.0,38369.0,166302.0
357,1,0,38391.0,33620.0,38388.0,38389.0,69713.0,38378.0,38393.0,38253.0,106013.0,37069.0,181276.0,37971.0,39859.0,38441.0,131404.0,149279.0,38249.0,33685.0,38257.0,40521.0,95615.0,148315.0
360,3,1,104378.0,27838.0,38337.0,12473.0,104382.0,27421.0,33662.0,26916.0,32760.0,12574.0,46335.0,131403.0,38342.0,37047.0,37021.0,38186.0,38357.0,27110.0,37957.0,104386.0,166670.0,89548.0
362,3,0,13131.0,37988.0,36849.0,38322.0,38800.0,38371.0,38784.0,36868.0,38786.0,41106.0,33622.0,38318.0,38247.0,94288.0,69805.0,94284.0,26669.0,33671.0,23997.0,148336.0,37945.0,24037.0
363,2,2,38797.0,39580.0,156551.0,47411.0,159888.0,32573.0,39591.0,148335.0,166302.0,37262.0,25957.0,13131.0,37988.0,36849.0,38322.0,38800.0,38371.0,38784.0,36868.0,38786.0,41106.0,33622.0
366,1,3,36835.0,38342.0,37047.0,37051.0,37038.0,38186.0,27110.0,37957.0,104386.0,38357.0,38251.0,38391.0,33620.0,38388.0,38389.0,69713.0,38378.0,38383.0,38393.0,38253.0,106013.0,37069.0
367,0,1,38289.0,38292.0,39594.0,11569.0,14642.0,12099.0,38945.0,25465.0,38290.0,15662.0,69629.0,37990.0,36832.0,21812.0,37858.0,42594.0,38336.0,38366.0,52280.0,39578.0,37979.0,75405.0
373,1,0,37900.0,37886.0,37100.0,37889.0,131532.0,37981.0,131531.0,130027.0,37893.0,38231.0,104377.0,36835.0,38342.0,37047.0,38789.0,37038.0,38186.0,27110.0,37957.0,104386.0,166670.0,38357.0
377,3,2,38391.0,33620.0,38388.0,38389.0,38253.0,69713.0,38393.0,148302.0,38378.0,38383.0,181276.0,37990.0,36832.0,21812.0,38336.0,39578.0,37979.0,11736.0,42594.0,38366.0,163670.0,75405.0
380,0,1,38289.0,38292.0,39594.0,11569.0,14642.0,12099.0,38945.0,25465.0,38290.0,15662.0,69629.0,104378.0,27838.0,38337.0,12473.0,104382.0,27421.0,33662.0,32760.0,46335.0,148329.0,166618.0
381,1,1,37971.0,37887.0,38441.0,131404.0,149279.0,38249.0,33685.0,38257.0,40521.0,39772.0,78902.0,38341.0,39848.0,21834.0,37953.0,38339.0,38343.0,38778.0,67896.0,182605.0,37025.0,166584.0
382,1,0,38327.0,6800.0,39389.0,67941.0,67898.0,37112.0,67957.0,67959.0,148286.0,17276.0,26502.0,13131.0,37988.0,36849.0,38322.0,38380.0,38800.0,38784.0,38786.0,166676.0,41106.0,33622.0
384,2,0,37990.0,21812.0,11736.0,37858.0,42594.0,37963.0,39578.0,37979.0,38336.0,27423.0,38440.0,30934.0,38292.0,39594.0,11569.0,14642.0,12099.0,38945.0,95609.0,15662.0,30485.0,104404.0
385,3,2,38391.0,33620.0,38388.0,13423.0,38389.0,30949.0,38378.0,38383.0,38393.0,37069.0,46552.0,131403.0,38342.0,37047.0,37021.0,37051.0,38357.0,32863.0,37909.0,104386.0,78462.0,89548.0
387,2,2,37900.0,37886.0,37903.0,37889.0,94030.0,37902.0,37981.0,131531.0,130027.0,38231.0,104377.0,37937.0,38293.0,104411.0,148314.0,148313.0,9307.0,39498.0,43158.0,42153.0,169200.0,163674.0
388,2,1,104378.0,38337.0,38255.0,12473.0,41109.0,33662.0,26916.0,38233.0,32760.0,37065.0,12574.0,38327.0,67950.0,6800.0,39389.0,67941.0,38801.0,67898.0,37112.0,178291.0,67952.0,17276.0
389,1,1,38341.0,38349.0,37953.0,38339.0,67896.0,38343.0,38332.0,47410.0,17883.0,25619.0,166584.0,37971.0,6803.0,16387.0,67939.0,149279.0,38249.0,39859.0,38257.0,40521.0,39772.0,95615.0
390,1,1,13131.0,36849.0,36845.0,38784.0,37988.0,38371.0,30910.0,36852.0,36868.0,38786.0,33622.0,38797.0,39580.0,37861.0,47411.0,37262.0,39631.0,39591.0,156551.0,25957.0,38369.0,178484.0
391,2,1,37990.0,36832.0,21812.0,37858.0,42594.0,39578.0,38336.0,38366.0,163670.0,75405.0,52280.0,36835.0,38342.0,37047.0,38789.0,37051.0,38186.0,27110.0,37957.0,166670.0,38357.0,38251.0
392,2,0,38797.0,37861.0,129462.0,159888.0,37972.0,26224.0,39591.0,148335.0,156551.0,25957.0,38369.0,38289.0,38292.0,11569.0,14642.0,25465.0,38273.0,38945.0,38290.0,95609.0,15662.0,69629.0
396,2,2,104378.0,27838.0,38337.0,12473.0,104382.0,27421.0,39875.0,26916.0,32760.0,46335.0,148329.0,38391.0,38388.0,38389.0,38253.0,69713.0,33620.0,38378.0,38383.0,38393.0,148302.0,181276.0
398,2,1,38391.0,38388.0,38389.0,38253.0,69713.0,33620.0,38378.0,38383.0,148302.0,37069.0,181276.0,37900.0,37886.0,37100.0,37889.0,94030.0,37893.0,37981.0,26741.0,131531.0,104377.0,38231.0
400,2,0,36835.0,38342.0,38789.0,37038.0,38186.0,38357.0,27110.0,37957.0,37051.0,38251.0,166670.0,38797.0,39580.0,129462.0,156551.0,159888.0,37972.0,37861.0,39591.0,119117.0,148335.0,38369.0
401,2,0,38289.0,38292.0,11569.0,14642.0,38273.0,12099.0,38945.0,25465.0,38290.0,34334.0,69629.0,13131.0,37988.0,36849.0,38322.0,38800.0,38371.0,38784.0,36868.0,166676.0,41106.0,33622.0
402,1,4,37971.0,39859.0,38441.0,131404.0,149279.0,6803.0,33685.0,38257.0,40521.0,95615.0,148315.0,37990.0,36832.0,21812.0,37858.0,42594.0,39578.0,37979.0,38366.0,38336.0,163670.0,75405.0
406,0,4,38797.0,39580.0,37861.0,47411.0,156551.0,35412.0,26224.0,39591.0,148335.0,25957.0,38369.0,38391.0,38388.0,38389.0,38253.0,69713.0,33620.0,38378.0,38383.0,38393.0,148302.0,181276.0
411,1,4,13131.0,37988.0,36849.0,38322.0,38800.0,38371.0,30910.0,38784.0,36868.0,41106.0,33622.0,36835.0,37047.0,38789.0,38186.0,104386.0,27110.0,37051.0,166670.0,38357.0,38251.0,38782.0
412,2,0,91929.0,38293.0,43158.0,94462.0,178276.0,32863.0,39498.0,104411.0,169200.0,38794.0,150510.0,37990.0,36832.0,11736.0,39878.0,42594.0,39578.0,37979.0,37858.0,163670.0,38336.0,75405.0
413,2,0,37900.0,37886.0,37100.0,37889.0,94030.0,37893.0,37981.0,26741.0,131531.0,104377.0,75500.0,37868.0,38354.0,33595.0,3329.0,149150.0,37866.0,38347.0,36836.0,45490.0,38365.0,5016.0
415,1,4,38289.0,38292.0,11569.0,14642.0,38273.0,12099.0,38945.0,25465.0,38290.0,34334.0,17703.0,38318.0,38247.0,94288.0,94284.0,129278.0,33671.0,23997.0,25619.0,148336.0,37945.0,106369.0
416,3,0,37971.0,6803.0,39859.0,33685.0,38441.0,38249.0,38257.0,95615.0,78902.0,149279.0,148315.0,13131.0,37988.0,36849.0,36845.0,38322.0,38371.0,38784.0,36868.0,38786.0,41106.0,33622.0
417,0,0,38327.0,67950.0,6800.0,39389.0,67959.0,67898.0,17276.0,38969.0,67952.0,148286.0,26502.0,38797.0,37983.0,25995.0,39580.0,156551.0,37262.0,25957.0,26224.0,39591.0,148335.0,38369.0
419,3,1,38797.0,37983.0,39580.0,47411.0,156551.0,37972.0,39631.0,39591.0,148335.0,37262.0,25957.0,37971.0,6803.0,16387.0,67939.0,131404.0,38249.0,38257.0,40521.0,95615.0,78902.0,148315.0
420,0,1,37868.0,33595.0,38347.0,3329.0,149150.0,38354.0,37866.0,36836.0,45490.0,5016.0,68120.0,38341.0,38349.0,43049.0,21834.0,37953.0,38343.0,38778.0,47410.0,182605.0,37025.0,17883.0
422,0,2,104378.0,27838.0,12473.0,41109.0,104382.0,33662.0,37044.0,38233.0,166618.0,12574.0,46335.0,37900.0,37886.0,37100.0,37889.0,94030.0,37893.0,37981.0,26741.0,131531.0,38231.0,104377.0
425,0,5,13131.0,37988.0,36849.0,38322.0,38800.0,38784.0,36868.0,38786.0,41106.0,33622.0,69629.0,38391.0,33620.0,38388.0,38389.0,38253.0,38393.0,148302.0,12692.0,38378.0,38383.0,181276.0
426,1,2,38391.0,33620.0,38389.0,38393.0,69713.0,38383.0,38253.0,148302.0,25499.0,46552.0,12692.0,37868.0,33595.0,3329.0,178486.0,149150.0,38354.0,37866.0,36836.0,68120.0,5016.0,45490.0
427,1,0,91929.0,38293.0,43158.0,94462.0,148314.0,32863.0,39498.0,104411.0,169200.0,42153.0,150510.0,38797.0,39580.0,38795.0,156551.0,159888.0,37983.0,26224.0,39631.0,39591.0,38369.0,37262.0
428,1,1,37900.0,37886.0,37100.0,37889.0,94030.0,37893.0,37981.0,131531.0,75500.0,112934.0,104377.0,37990.0,36832.0,27508.0,21812.0,11736.0,39578.0,39878.0,42594.0,163670.0,52280.0,75405.0
429,2,0,36835.0,38342.0,37047.0,38789.0,38186.0,27110.0,37909.0,104386.0,166670.0,178249.0,38251.0,38318.0,38247.0,94288.0,94284.0,129278.0,33671.0,23997.0,148336.0,37945.0,25619.0,106369.0
430,2,1,30934.0,38292.0,39594.0,11569.0,14642.0,38945.0,25465.0,38290.0,30910.0,30485.0,34334.0,38327.0,67950.0,6800.0,39389.0,67959.0,67898.0,37112.0,38969.0,67952.0,148286.0,178291.0
433,1,0,38797.0,38795.0,47411.0,159888.0,37983.0,35412.0,39631.0,39591.0,148335.0,156551.0,25957.0,38341.0,38349.0,38343.0,43049.0,37953.0,21834.0,38778.0,67896.0,182605.0,37025.0,39848.0
435,4,0,36835.0,38342.0,37047.0,38789.0,38186.0,27110.0,37957.0,37051.0,38357.0,38251.0,89548.0,30934.0,38292.0,39594.0,38273.0,30910.0,38945.0,38290.0,95609.0,30485.0,34334.0,104404.0
436,1,1,104378.0,27838.0,38337.0,12473.0,104382.0,27421.0,37044.0,38233.0,166618.0,12574.0,148329.0,37990.0,36832.0,21812.0,11736.0,95614.0,39578.0,38366.0,163670.0,166575.0,38440.0,75405.0
439,1,1,13131.0,36849.0,36845.0,38322.0,38800.0,38784.0,36868.0,38786.0,33622.0,69629.0,166679.0,37900.0,37886.0,37100.0,107416.0,94030.0,37893.0,37981.0,131531.0,131530.0,130027.0,104377.0
440,2,1,37990.0,36832.0,21812.0,11736.0,42594.0,39578.0,37979.0,38366.0,163670.0,38440.0,75405.0,38797.0,39580.0,47411.0,186621.0,159888.0,37983.0,25957.0,39631.0,39591.0,37262.0,38369.0
441,2,0,38391.0,38388.0,38389.0,38253.0,69713.0,38798.0,38383.0,38393.0,148302.0,37069.0,46552.0,38327.0,6800.0,39389.0,67941.0,67959.0,67898.0,38969.0,178291.0,38799.0,148286.0,17276.0
442,3,1,91929.0,38293.0,43158.0,94462.0,148314.0,32863.0,39498.0,104411.0,169200.0,42153.0,150510.0,30934.0,38292.0,39594.0,11569.0,14642.0,30910.0,38945.0,25465.0,38290.0,30485.0,34334.0
445,3,1,38434.0,37971.0,39859.0,38441.0,131404.0,38249.0,33685.0,38257.0,40521.0,78902.0,148315.0,36835.0,38342.0,37047.0,38789.0,37038.0,27110.0,37957.0,178249.0,38357.0,38251.0,89548.0
447,1,1,37868.0,33595.0,37866.0,3329.0,149150.0,38354.0,178486.0,36836.0,45490.0,68120.0,5016.0,37990.0,36832.0,21812.0,11736.0,42594.0,39578.0,37979.0,38366.0,163670.0,27423.0,38440.0
449,1,0,36835.0,38342.0,37047.0,38789.0,37051.0,27110.0,38186.0,104386.0,38357.0,38251.0,89548.0,170323.0,38293.0,104411.0,94462.0,148314.0,32863.0,39498.0,43158.0,42153.0,38794.0,169200.0
451,1,1,38327.0,6800.0,39389.0,67941.0,67959.0,67898.0,37112.0,148286.0,38969.0,38799.0,17276.0,37971.0,39859.0,38441.0,38257.0,131404.0,38249.0,33685.0,40521.0,78902.0,95615.0,148315.0
455,2,0,38391.0,38388.0,38389.0,69713.0,38378.0,38383.0,38393.0,38253.0,148302.0,46552.0,181276.0,91929.0,38785.0,104411.0,148314.0,178276.0,32863.0,39498.0,43158.0,42153.0,38794.0,169200.0
457,1,1,37900.0,37886.0,37100.0,37889.0,94030.0,37893.0,37981.0,131531.0,131530.0,130027.0,104377.0,38797.0,38795.0,47411.0,129462.0,159888.0,37983.0,39591.0,148335.0,156551.0,37262.0,25957.0
459,3,1,37971.0,39859.0,38441.0,95615.0,131404.0,38249.0,33685.0,38257.0,40521.0,78902.0,148315.0,30934.0,11569.0,14642.0,25465.0,38273.0,30910.0,12099.0,38945.0,38290.0,30485.0,17703.0
460,2,1,38341.0,38349.0,43049.0,21834.0,37953.0,38343.0,38778.0,67896.0,182605.0,39848.0,192907.0,36835.0,38342.0,37047.0,38789.0,38186.0,38357.0,27110.0,37957.0,37051.0,38251.0,89548.0
461,3,0,38391.0,33620.0,38388.0,13423.0,38389.0,38798.0,38383.0,38393.0,38253.0,37069.0,46552.0,38341.0,38349.0,37953.0,38339.0,67896.0,38343.0,38348.0,38332.0,47410.0,25619.0,166584.0
462,1,1,37937.0,38785.0,104411.0,148314.0,148313.0,9307.0,38435.0,39498.0,43158.0,42153.0,163674.0,104378.0,27838.0,38337.0,38255.0,12473.0,41109.0,38233.0,32760.0,39875.0,37065.0,12574.0
464,2,2,131403.0,38342.0,37047.0,37021.0,37051.0,38357.0,27110.0,32863.0,37909.0,78462.0,89548.0,37900.0,37886.0,37100.0,37903.0,37889.0,37902.0,37981.0,131531.0,130027.0,104377.0,38231.0
466,2,1,38327.0,67950.0,6800.0,39389.0,67941.0,38801.0,37112.0,38969.0,178291.0,148286.0,17276.0,37990.0,21812.0,11736.0,37858.0,37963.0,37983.0,39578.0,37979.0,38336.0,38366.0,38440.0
469,1,1,91929.0,43158.0,104411.0,148313.0,148314.0,32690.0,9307.0,38435.0,169200.0,38794.0,150510.0,37971.0,39859.0,38441.0,95615.0,131404.0,38249.0,33685.0,38257.0,40521.0,78902.0,148315.0
470,3,1,36835.0,38342.0,37021.0,38789.0,38186.0,37957.0,37909.0,104386.0,178249.0,38357.0,38782.0,149260.0,33595.0,3329.0,178486.0,149150.0,38354.0,37866.0,36836.0,68120.0,5016.0,45490.0
472,2,1,38327.0,6800.0,39389.0,38969.0,67941.0,67898.0,17276.0,37112.0,67959.0,148286.0,178291.0,37900.0,37886.0,37100.0,37889.0,131532.0,37893.0,37981.0,26741.0,38231.0,131530.0,104377.0
474,1,4,13131.0,37988.0,36849.0,38322.0,38800.0,38784.0,36868.0,38786.0,41106.0,69629.0,166676.0,37990.0,36832.0,27508.0,11736.0,37858.0,39578.0,38366.0,163670.0,34025.0,75405.0,166575.0
475,2,2,37990.0,37983.0,11736.0,37858.0,37963.0,39578.0,37979.0,37967.0,38366.0,27423.0,38440.0,37971.0,16387.0,149279.0,38249.0,131404.0,39859.0,38257.0,40521.0,39772.0,78902.0,95615.0
478,0,2,37900.0,37886.0,37100.0,37903.0,37889.0,37902.0,37981.0,131531.0,94030.0,130027.0,104377.0,38391.0,38388.0,13423.0,38389.0,69713.0,38798.0,30949.0,38383.0,38393.0,46552.0,12692.0
479,4,1,104378.0,38337.0,38255.0,12473.0,104382.0,39875.0,38233.0,32760.0,166618.0,12574.0,46335.0,30934.0,38292.0,39594.0,25465.0,38273.0,12099.0,38945.0,95609.0,15662.0,30485.0,110140.0
481,1,3,13131.0,37988.0,36849.0,36845.0,36868.0,38371.0,38784.0,38380.0,38786.0,33622.0,34334.0,38327.0,67950.0,6800.0,39389.0,67941.0,67898.0,37112.0,38969.0,178291.0,148286.0,17276.0
482,1,1,38391.0,38388.0,13423.0,38389.0,69713.0,38798.0,30949.0,33620.0,38383.0,38253.0,46552.0,38797.0,39580.0,46890.0,47411.0,156551.0,37262.0,35412.0,25957.0,39631.0,39591.0,38369.0
483,1,1,37937.0,39498.0,104411.0,148314.0,148313.0,9307.0,38435.0,43158.0,38794.0,169200.0,163674.0,13131.0,37988.0,36849.0,36845.0,38322.0,38371.0,38784.0,36868.0,38786.0,30910.0,33622.0
484,2,3,131403.0,38342.0,37047.0,37021.0,78462.0,38357.0,27110.0,104386.0,32863.0,38251.0,37909.0,31226.0,21812.0,11736.0,37858.0,37963.0,37979.0,38336.0,38366.0,52280.0,27423.0,38440.0
485,1,0,37971.0,16387.0,131404.0,149279.0,38441.0,38249.0,39859.0,38257.0,40521.0,39772.0,78902.0,104378.0,38337.0,38255.0,12473.0,104382.0,33662.0,38233.0,166618.0,39875.0,12574.0,46335.0
488,1,2,38341.0,38349.0,30404.0,21834.0,67896.0,38343.0,38348.0,47410.0,179058.0,39848.0,17883.0,37900.0,37886.0,37903.0,37889.0,94030.0,37981.0,131531.0,75500.0,130027.0,104377.0,38231.0
489,1,1,31226.0,21812.0,37858.0,37963.0,37983.0,39578.0,37979.0,38366.0,163670.0,27423.0,38440.0,37937.0,38785.0,104411.0,94462.0,148314.0,148313.0,39498.0,43158.0,32863.0,42153.0,38794.0
490,3,0,38797.0,47411.0,156551.0,47411.0,25995.0,35412.0,39580.0,39631.0,37262.0,25957.0,38369.0,38327.0,67950.0,6800.0,39389.0,67941.0,67898.0,37112.0,38969.0,178291.0,148286.0,17276.0
492,0,2,37900.0,37886.0,37100.0,37903.0,37889.0,37902.0,37981.0,131531.0,94030.0,38231.0,104377.0,37971.0,38441.0,16387.0,131404.0,149279.0,38249.0,39859.0,38257.0,40521.0,39772.0,78902.0
494,5,1,104378.0,38337.0,38255.0,41109.0,104382.0,33662.0,38233.0,166618.0,39875.0,12574.0,46335.0,38318.0,38247.0,94288.0,69805.0,94284.0,26669.0,46217.0,33671.0,148336.0,24037.0,23997.0
